life_expectancy,adult_mortality,infant_deaths,alcohol,hepatitis_b,measles,bmi,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,thinness_1_19_years,schooling
65.5,23,1300,1.93,29,44258,14.9,69,4.34,7,0.3,991.484634,119714696,27,10.2
65.2,26,1400,1.59,6,41144,14.4,67,4.23,64,0.3,118.166373,1179681239,27.1,9.9
64.8,28,1500,1.37,6,64185,13.9,66,4.25,65,0.3,792.259698,1161977719,27.1,9.7
64.4,211,1500,1.27,8,36711,13.5,65,4.28,65,0.3,77.819,1144118674,27.2,9.4
64,214,1600,1.2,6,55443,13,58,4.22,63,0.3,621.3183767,1126135777,27.2,9.2
68.9,179,119,0.09,78,12943,26.5,8,2.85,78,0.3,3491.595887,255131116,1.4,12.9
68.7,181,124,0.09,85,8419,25.6,86,2.93,85,0.3,362.663981,25232263,1.5,12.9
68.5,183,129,0.08,83,15489,24.7,84,2.9,83,0.3,3687.953996,248883232,1.5,12.6
68.3,185,134,0.08,81,21893,23.8,81,2.71,81,0.3,3634.27685,24577511,1.6,12.3
68.1,187,138,0.08,83,18869,22.9,82,2.74,81,0.3,3113.48635,242524123,1.6,12.1
67.9,189,143,0.08,82,20818,22.1,85,2.83,78,0.3,2254.44566,23934478,1.7,11.7
67.7,189,149,0.07,82,15369,21.3,83,2.81,77,0.2,216.52766,236159276,1.7,11.7
67.5,19,154,0.06,76,19456,2.5,77,3.1,73,0.2,1855.93915,232989141,1.8,11
67.3,191,159,0.06,66,20422,19.7,78,2.91,72,0.1,1586.254,22983822,1.8,10.9
67.2,19,163,0.06,65,15853,19,79,2.79,72,0.1,126.928834,22671273,1.9,11.1
65.3,213,174,0.06,64,29171,18.2,79,2.37,71,0.1,1148.56996,223614649,1.9,11
66.9,189,173,0.05,64,24457,17.5,8,2.53,71,0.1,164.59447,22545214,1.9,10.8
66.7,189,177,0.05,63,14492,16.7,8,2.27,7,0.1,899.5556857,2175859,11,10.6
66.5,188,182,0.06,62,3825,16,77,2.23,76,0.1,747.9817455,2145652,11,10.6
66.3,188,187,0.06,65,3344,15.4,72,1.98,75,0.1,78.92744,21154429,11,10.7
67.9,199,32,0.01,62,1317,58.5,67,5.54,64,0.1,673.74737,3568,5.3,10.1
69.5,17,32,0.01,66,669,57.8,7,5.92,68,0.1,6925.22446,33883145,5.3,10.3
76,147,32,0.01,61,15,57.2,7,5.26,69,0.1,6651.12242,32776571,5.3,10.5
77,144,32,0.17,77,15,56.5,8,3.32,79,0.1,5854.614497,3172753,5.3,10.4
76,145,32,0.19,72,492,55.8,74,3.82,74,0.1,452.74948,376271,5.3,10.4
74,148,32,0.2,75,30328,55.2,78,4.65,78,0.1,3735.144836,29894652,5.4,10.3
69.3,167,32,0.17,66,5494,54.5,71,3.93,69,0.1,4521.3247,29111417,5.4,10.3
65.9,227,31,0.14,56,230,53.8,74,3.69,57,0.1,3129.224922,2839433,5.4,10.2
64.7,249,31,0.03,59,474,53.2,63,3,59,0.1,2351.812429,27697912,5.4,10.2
66.8,29,31,0.18,65,908,52.5,69,4.13,65,0.1,1849.63911,278426,5.4,10.1
67.2,21,30,0.32,62,9081,51.9,69,5.61,74,0.1,1391.816923,2631669,5.4,9.8
82.2,6,1,2.62,97,6,64.6,95,7.81,95,0.1,37582.84624,82157,1.2,16
82.1,61,1,2.69,97,50,64.2,96,7.89,96,0.1,36393.66932,8595,1.2,15.9
81.8,6,1,2.78,97,211,63.8,94,7.73,94,0.1,32569.59683,7915,1.2,15.9
81.8,61,1,2.67,98,70,63.4,94,7.39,94,0.1,33657.15727,77658,1.2,15.8
81.7,61,1,2.63,97,23,63,95,7.36,95,0.1,3661.994,76236,1.2,15.7
81.5,63,1,2.55,98,5,62.6,96,7.46,96,0.1,27795.87671,74856,1.2,15.6
81,65,1,2.47,99,931,62.1,94,7.33,94,0.1,29657.4421,7388,1.1,15.8
84,68,1,2.33,99,539,61.6,95,7.37,95,0.1,258.637,7181,1.1,15.7
84,68,1,2.23,96,9,61.1,94,7.38,95,0.1,2195.1769,7537,1.1,15.7
80,71,1,2.41,96,2,6.6,95,7.44,93,0.1,2611.17931,6931,1.1,15.8
81,69,1,2.23,99,116,6.1,95,7.35,95,0.1,19888.172,689,1.1,15.9
79.7,71,1,2.32,98,124,59.6,93,7.44,93,0.1,18946.99942,66897,1.1,16
79.3,74,1,2.47,98,2,59.2,91,7.49,9,0.1,18431.15696,657,1.1,15.3
79.3,74,1,2.53,96,19,58.7,93,7.61,92,0.1,236.19646,6439,1.1,15.1
78.9,76,1,2.53,98,36,58.3,93,7.13,93,0.1,2152.1432,6289,1.1,15.2
75.8,133,1,3.83,92,0,53.5,93,5.36,92,0.5,4855.743789,286287,1.8,12.8
75.6,136,1,3.79,93,0,52.7,86,5.91,93,0.6,56.144952,285187,1.8,12.8
75.3,138,1,3.65,96,0,52,96,5.66,96,0.5,521.33363,284992,1.8,12.8
75.2,139,1,3.58,92,1,51.2,93,5.21,92,0.6,513.549487,2829493,1.8,12.8
75,138,1,3.55,94,0,5.5,94,5.3,94,0.5,4682.728424,281721,1.8,12.7
74.7,142,1,3.33,9,0,49.7,9,5.16,9,0.6,4293.383274,28482,1.9,12.7
74.5,145,1,3.51,92,2,48.9,91,5.4,91,0.4,492.492378,279122,1.9,12.6
74.2,148,1,3.64,92,0,48.1,94,4.87,92,0.9,462.517913,2775467,1.9,12.5
74,15,1,3.63,97,0,47.2,99,4.22,95,1.5,4313.1682,276279,1.9,12.5
73.5,161,1,3.59,99,0,46.3,99,4.7,99,1.9,482.24762,2744673,1.9,12.4
73.3,165,1,3.67,98,0,45.4,97,4.8,98,2.3,3719.97351,2728777,1.9,11.1
73.1,166,1,3.48,36,0,44.5,99,4.56,96,2.3,3465.221998,2712511,1.9,11.9
74,113,4,0.41,98,20,64.8,98,7.45,98,0.1,466.94775,88936,3.9,13.1
73.9,114,4,0.4,98,120,64,98,7.23,98,0.1,3992.86717,8413464,3.9,13.1
73.7,115,4,0.41,98,3,63.2,98,8,98,0.1,387.753211,7992573,3.9,12.9
73.6,116,4,0.43,98,0,62.4,98,8.39,98,0.1,387.324145,7574943,3.8,13.1
73.4,117,4,0.51,98,0,61.7,98,8.42,98,0.1,3679.19275,718239,3.8,13.2
73.3,118,4,0.59,98,0,6.9,98,9.54,98,0.1,3492.1396,6821116,3.8,13.6
73.1,119,4,0.61,97,2,6.1,98,8.78,97,0.1,3385.69665,6489822,3.8,13.6
73,12,4,0.6,98,41,59.3,98,8.35,98,0.1,2762.86354,6193191,3.8,13.6
72.8,121,4,0.59,98,1,58.6,98,8.8,98,0.1,2537.349,5934232,3.9,13.7
72.4,127,4,0.55,95,28,57.8,95,8.88,95,0.1,223.83787,5714111,3.9,13.8
72.5,125,4,0.54,95,21,57,95,9.5,95,0.1,261.456882,5535595,3.9,13.5
72.3,127,4,0.54,97,76,56.3,97,9.15,97,0.1,1889.213962,5396774,3.9,13.2
72.1,129,4,0.54,95,19,55.5,95,9.68,95,0.1,1812.288374,5287488,3.9,13
71.9,131,4,0.55,97,61,54.8,97,9.9,99,0.1,1728.2659,5193482,4,12.7
71.7,133,4,0.49,93,32,54,94,9.65,91,0.1,1657.889256,51313,4,12.6
69.9,22,5,6.29,95,321,52.3,95,4.36,95,0.1,1286.56511,17289224,2.4,15
69.5,28,5,6.48,99,73,51.4,98,4.3,98,0.1,1389.8561,1735275,2.4,15
69.1,214,6,6.82,95,55,5.6,98,4.32,99,0.1,12387.18982,16791425,2.4,14.7
68.5,224,7,6.63,99,127,49.9,99,4.6,99,0.1,11634.42422,165566,2.3,14.4
67.8,236,7,6.83,99,4,49.2,98,4.42,99,0.1,97.649972,16321581,2.3,14.5
67.8,235,7,6.64,99,0,48.5,99,4.13,98,0.1,7165.2775,169271,2.3,14.6
66.6,258,8,7.6,99,20,47.9,99,3.65,99,0.1,8513.564645,15674,2.4,14.6
65.3,288,8,7.44,94,13,47.3,94,3.19,93,0.1,6771.414797,15484192,2.4,14.7
65,295,8,7.08,99,109,46.8,99,3.73,99,0.1,5291.57565,153884,2.4,14.3
64.6,294,8,6.94,94,16118,46.3,99,4.7,98,0.1,3771.278957,1514729,2.4,13.9
64.7,287,8,6.55,99,2204,45.8,99,3.95,82,0.1,2874.288291,1512985,2.5,13.5
64.4,282,8,6.58,99,24,45.3,99,3.7,99,0.1,268.123657,149918,2.5,13.1
64.7,276,8,5.99,95,18,44.8,95,3.61,95,0.1,1658.31146,14858948,2.6,12.7
64.4,284,8,5.75,95,94,44.4,95,3.47,95,0.1,149.926751,14858335,2.6,12.3
63.9,292,9,6,99,245,43.9,96,4.16,97,0.1,1229.958,14883626,2.7,12.1
62.9,255,56,0.01,92,354,21.3,93,5.72,92,2.9,1335.6458,462425,7.8,11.1
62.6,258,58,1.84,93,190,2.7,94,5.57,87,3,1229.114798,44826849,7.9,11.1
62.1,263,59,1.81,94,0,2.1,94,5.49,94,3,1155.2582,43646629,8,11.1
61.2,278,60,1.8,96,2395,19.5,97,5.23,96,3.4,987.4453967,42486839,8.1,11.1
63,294,61,1.73,9,95,18.9,9,3.97,9,4.3,967.34773,4135152,8.2,11.1
59.1,317,62,1.86,88,1218,18.4,89,4.17,88,5,92.816252,423724,8.2,10.7
57.9,339,64,1.71,88,1282,17.9,88,3.9,88,6.4,916.8992515,39148416,8.3,10.4
56.8,356,66,1.97,81,1516,17.3,76,4.8,81,9.1,839.181117,388599,8.4,10.1
55.3,388,68,1.76,8,1847,16.9,77,4.24,8,10.3,697.66385,37525,8.5,9.7
54.1,412,70,1.82,76,153,16.4,7,4.36,76,11.6,519.7999346,3648288,8.6,9.6
53,432,72,1.43,73,20,15.9,73,4.29,73,13.2,458.8843551,3574931,8.7,8.9
52.4,437,74,1.49,73,65,15.5,75,4.45,73,14.5,436.6875357,3413852,8.8,8.2
52.1,437,76,1.66,84,766,15.1,83,4.54,84,15.7,395.8493511,332149,8.9,8.5
66.1,2,0,0.01,75,0,77.1,79,1.21,75,0.1,1684.54274,11458,0.1,11.9
65.8,22,0,0.01,95,0,76.7,91,1.15,95,0.1,1724.361737,18535,0.1,11.9
65.7,24,0,0.01,94,0,76.2,92,1.37,94,0.1,1763.815497,16613,0.1,11.9
65.5,26,0,0.53,95,0,75.7,95,1.42,99,0.1,1692.613277,14656,0.1,11.9
65.3,27,0,0.48,91,0,75.2,95,1.52,91,0.1,1493.1651,12652,0.1,11.9
65.2,28,0,0.54,86,0,74.6,84,12.24,86,0.1,1297.285141,1568,0.1,11.9
65.1,21,0,0.46,83,0,74.1,74,12.23,82,0.1,1413.3234,9844,0.2,11.6
65,211,0,0.68,96,0,73.4,93,13.66,94,0.1,1357.632211,96311,0.2,11.8
65,212,0,0.76,88,0,72.8,86,1.93,86,0.1,1151.555618,9426,0.2,12.1
64.9,213,0,0.6,5,0,72.1,74,1.6,79,0.1,1214.556667,92325,0.2,12.2
64.8,214,0,0.48,67,0,71.4,61,1.39,62,0.1,113.6286,9542,0.2,12.4
64.7,215,0,0.5,73,0,7.6,79,9.98,7,0.1,115.3865,88895,0.2,11.6
64.6,217,0,0.49,79,0,69.7,96,9.1,77,0.1,826.58554,87343,0.2,11.7
64.3,219,0,0.6,85,0,68.8,88,9,85,0.1,734.9492461,85858,0.2,10.4
64.1,222,0,0.46,9,0,67.9,9,8.12,9,0.1,796.7937634,8446,0.2,10
74.8,99,1,1.32,81,112,65.4,75,6.39,81,0.1,8161.4614,563279,4.8,13.3
74.9,97,1,1.29,81,1761,64.9,75,6.63,81,0.1,846.285153,527612,4.8,13.3
75,93,1,1.53,81,9,64.4,75,6.99,81,0.1,8787.94668,491644,4.8,13.3
75,93,1,1.57,81,9,64,75,7.12,81,0.1,8734.9653,4588368,4.7,13.2
74.9,94,1,1.58,81,12,63.5,75,7.19,81,0.1,8763.826274,4337141,4.7,13.3
74.7,95,1,1.62,81,22,63,75,7.42,81,0.1,84.268878,4183156,4.7,13.2
74.5,98,1,1.67,81,24,62.5,75,8.7,81,0.1,712.775759,411147,4.7,13.1
74.4,98,1,1.72,8,373,61.9,75,8.9,8,0.1,614.271115,486466,4.7,12.9
74.1,1,1,1.82,78,956,61.4,75,8.83,78,0.1,5372.65899,45735,4.7,13.2
73.9,11,1,1.94,77,618,6.8,74,8.42,77,0.1,5339.441291,3986852,4.7,13.7
73.7,13,1,2.1,75,213,6.2,74,8.91,75,0.1,5424.22356,3863267,4.7,14.2
73.5,15,1,2.19,74,526,59.7,74,9.3,74,0.1,5425.6697,371464,4.8,14.8
73.2,17,1,1.98,77,36,59.1,77,1.5,77,0.1,5436.595223,3522837,4.8,15.2
73,11,1,2.19,8,8,58.6,8,1.9,8,0.1,5253.122599,3359859,4.9,15
72.7,112,1,2.26,83,5,57.9,83,1.86,83,0.1,5334.93329,3235366,4.9,14.9
52.1,522,4,0.01,93,0,32,9,1.62,93,9.4,1174.839214,2145785,5.8,10.8
52.1,518,4,0.01,93,516,31.4,9,11.7,93,9.6,1196.1335,2117361,6.1,11.1
52.2,513,4,0.01,95,179,3.8,93,11.14,95,9,1281.516,289928,6.4,11
52.3,52,4,2.39,96,172,3.2,95,11.79,96,10.5,1352.38433,264166,6.8,11
51.1,527,4,2.71,93,2488,29.7,92,1.87,93,13.4,1173.26212,24551,7.2,10.9
49.4,566,4,2.75,91,0,29.2,89,9.8,91,18.2,923.136931,21929,7.6,10.8
47.8,592,5,2.75,88,0,28.8,86,8.85,88,27.3,934.428563,199993,8,10.7
46.2,633,4,2.69,9,2,28.3,87,8.47,88,30,918.432717,1982287,8.4,10.6
45.3,654,5,2.61,91,1,27.9,88,7.12,89,34.1,915.775754,1965662,8.8,10.7
44.5,675,5,2.67,87,0,27.4,88,6.3,89,34.8,862.9463118,1949543,9.3,10.7
44.8,666,5,1.8,6,31,26.9,89,6.96,9,34.6,781.5145936,1933728,9.7,10.7
45.5,648,5,1.99,17,1,26.4,9,7.13,9,33.8,63.636279,191897,1.2,10.5
58.1,329,8,0.01,5,34,26.7,49,1.4,5,0.9,458.4651734,439737,6.7,9.9
61.1,258,9,0.01,76,0,26.1,75,9.25,76,1.1,454.1222236,4286291,6.8,9.8
67,261,9,0.01,8,43,25.6,8,1.19,8,1.2,415.361958,4181563,7,9.6
62,266,9,3.72,77,279,25,77,11.23,77,1.5,379.689583,47167,7.2,9.5
59.7,272,9,3.64,47,2200,24.5,71,11.87,7,1.8,327.42597,3948125,7.4,9.6
59.2,277,10,3.75,64,6,24,84,14.39,81,2.1,33.667491,3811528,7.6,9.7
58.6,281,10,3.88,64,1,23.4,79,11.83,75,2.4,232.61732,3662993,7.7,9.8
65.1,225,29,0.01,73,3,2,73,3.4,73,0.3,452.4631926,2358981,7.2,10.3
64.7,23,29,0.87,74,6,19.5,73,4.15,74,0.4,461.723722,22961146,7.3,10.3
64.3,235,30,0.87,7,2,19,71,3.46,7,0.4,443.9611,22346573,7.4,10.2
63.8,241,31,0.97,73,0,18.5,73,4.24,73,0.4,454.963464,21743949,7.5,10.2
63.3,248,32,1.03,7,1,18,7,4.86,7,0.5,412.739341,2115164,7.6,10.2
62.8,254,33,0.91,77,0,17.6,76,4.7,77,0.5,415.6893226,2569121,7.7,9.7
62.3,259,34,0.68,77,3,17.1,77,4.5,77,0.5,47.733254,19996469,7.8,9.4
61.9,261,35,0.71,84,0,16.7,83,4.98,84,0.6,377.8482928,19433523,7.9,9.1
61.4,263,36,0.68,82,2,16.3,83,5.11,85,0.6,292.157443,1888268,8,9
69,265,37,0.72,81,0,15.8,8,5.3,85,0.6,274.819723,18336724,8.1,8.9
64,267,38,0.81,71,35558,15.4,74,4.89,78,0.6,245.1235876,1782997,8.2,8.7
59.9,268,40,0.93,61,62233,15,65,4.81,66,0.7,316.7998965,17279141,8.3,8.5
59.3,271,41,0.9,51,10795,14.7,61,5.29,62,0.7,262.2859481,16765117,8.5,8.3
57.6,377,27,0.01,91,3,19.2,87,11.38,91,5.1,354.7253961,1768838,6.5,10.7
56.7,394,29,0.01,89,1,18.8,89,1.96,89,6.3,332.922339,16577147,6.5,10.7
55.3,42,31,0.01,96,11,18.4,95,12.6,96,8.3,374.51882,169735,6.6,10.7
54.1,441,32,1.23,97,26,18,97,11.67,97,11.2,512.125451,15627618,6.7,10.6
52.9,462,35,1.08,93,118712,17.6,86,1.5,93,13.7,458.8681744,1516795,6.8,10.2
51.5,491,36,1.16,93,21,17.3,93,1.18,93,14.9,42.7379657,1471462,6.9,9.9
50,525,36,1.27,91,20,16.9,92,1.7,91,16.9,372.842678,14271234,7,9.6
48.5,559,37,1.18,87,143,16.6,88,9.31,87,19.3,32.2227274,1384969,7.1,9.7
47.1,587,38,1.18,99,1,16.2,99,8.99,99,21.1,297.6971211,13429262,7.3,9.6
46,66,39,1.04,93,184,15.9,94,8.2,93,22.4,28.3673842,1339711,7.4,9.7
45.1,615,40,1.11,89,1116,15.5,94,7.82,89,23.4,274.2256294,1267638,7.5,10
44.6,613,43,1.08,84,167,15.2,85,6.35,84,24.2,26.152517,12336687,7.6,10.3
44,67,46,1.1,64,92,14.8,79,4.82,64,24.7,29.9798977,1213711,7.7,10.4
74.8,126,4,0.52,96,221,39.5,97,4.17,97,0.1,11183.96191,322817,7.6,13
74.6,128,3,0.53,96,195,38.5,97,4.2,97,0.1,1882.27842,2976724,7.8,12.9
74.5,129,3,0.53,97,1868,37.4,97,4.1,97,0.1,1779.49641,2917456,7.9,12.9
74.3,13,3,0.51,96,1569,36.3,96,3.89,96,0.1,145.1262,28635128,8,13
74.1,131,3,0.49,96,73,35.3,96,3.99,96,0.1,971.356987,28112289,8.2,12.8
74,131,3,0.47,96,153,34.4,97,3.97,97,0.1,7326.744435,2765383,8.3,12.6
73.8,132,3,0.47,97,334,33.4,97,3.47,97,0.1,8513.629541,2711169,8.5,12.5
73.7,133,3,0.43,96,394,32.5,97,3.61,97,0.1,7269.17114,26625845,8.7,12.3
73.6,134,3,0.42,95,564,31.6,95,3.65,95,0.1,6222.982955,26143566,8.8,12.7
73.4,135,3,0.46,96,1407,3.7,96,3.29,96,0.1,5593.822995,25659393,9,12.9
73.2,137,3,0.49,94,5729,29.8,95,3.74,95,0.1,4955.477743,2517419,9.2,12.7
73.1,138,3,0.48,95,632,28.8,96,3.95,96,0.1,4463.675893,2468873,9.3,12.1
72.9,14,4,0.49,95,408,27.9,94,3.4,94,0.1,4167.364387,24198811,9.5,12
72.7,144,4,0.53,95,2198,27,95,3.4,96,0.1,3915.11546,2369897,9.7,11.9
72.4,149,4,0.54,97,6187,26,98,3.4,98,0.1,445.17471,2318568,9.8,11.6
78.2,62,0,0.01,99,0,26.2,99,13.73,99,0.1,7716.2415,41,13.6,12.7
77.9,64,0,0.01,99,0,25.1,99,11.16,99,0.1,7112.33575,393,13.7,12.4
77.6,65,0,0.01,99,0,24.1,99,9.16,99,0.1,6541.7465,385,13.8,12.1
77.3,67,0,1.92,96,0,23.1,96,8.11,96,0.1,6497.55443,377,13.9,11.8
76.7,73,0,1.83,97,0,22.1,97,7.93,96,0.1,633.79498,367,14,11.6
76.3,75,0,1.59,98,6,21.2,98,9.22,98,0.1,597.1659,36,14.1,11.8
75.9,81,0,1.76,98,0,2.3,98,9.3,98,0.1,5828.621374,362,14.2,11.8
75.4,82,0,1.78,98,20,19.5,98,6.64,98,0.1,52.862285,349,14.3,11.9
75,88,0,1.62,98,47,18.7,98,7.37,98,0.1,4428.522898,333,14.3,12
74.3,93,0,1.47,98,1395,18,98,9.52,98,0.1,3488.493769,321,14.4,12.1
73.4,16,0,1.6,97,37,17.3,96,5.89,96,0.1,3853.33348,312,14.5,12.2
72.7,112,0,1.75,98,75,16.7,98,5.9,98,0.1,3432.247841,34,14.6,11.8
71.8,124,0,1.95,98,926,16.2,98,5.78,98,0.1,32.37239,297,14.6,12
78,129,0,1.98,98,0,15.6,97,5.84,98,0.1,298.67598,292,14.7,11.8
69.6,139,0,1.83,96,20,15.2,98,8,98,0.1,2182.99711,286,14.8,11.3
57.8,272,52,0.01,73,290,23.2,74,6.86,73,1.6,825.5729915,16962846,7.9,8.2
57.3,275,53,0.01,69,221,22.5,7,6.58,69,1.6,777.659139,16477818,8.1,8
57.2,27,53,0.01,66,341,21.9,72,6.47,66,1.5,777.3476868,16667,8.3,7.7
56.8,271,54,0.61,66,24,21.3,72,6.59,66,1.5,835.88998,1554989,8.5,7.5
56.5,273,54,0.6,72,1719,2.7,77,6.35,73,1.5,78.377632,157585,8.8,7.3
56,276,55,0.59,71,2939,2.2,77,6.85,73,1.6,697.153124,1466597,9,7.1
55.5,278,55,0.57,74,98,19.6,74,6.74,74,1.6,689.6784228,14138216,9.2,5.8
55,282,56,0.55,74,2,19,76,6.97,74,1.7,595.6368319,1367566,9.4,6.4
54.3,288,57,0.53,9,128,18.5,79,6.56,78,1.8,521.6425796,1322764,9.7,6.1
53.6,29,57,0.55,83,33,18,78,6.34,77,1.9,487.942556,12798763,9.9,5.8
52.8,296,58,0.49,73,172,17.5,7,6.28,69,2,439.3572924,1239196,1.1,5.5
52,299,59,0.54,79,232,17,67,6.25,63,2.2,391.791281,125128,1.3,5.2
63,26,8,0.01,84,14,3.1,84,3.77,84,0.9,1326.66882,46392,8,8.5
62.7,28,8,0.01,8,62,29.4,8,3.63,8,1.1,145.57838,394617,8.1,8.2
62.5,29,8,0.01,8,35,28.8,8,3.36,8,1.2,1364.283745,383239,8.3,7.8
62.2,212,8,0.01,75,234,28.1,73,2.87,75,1.2,1393.261593,3717672,8.5,7.7
62,214,8,0.01,64,1292,27.4,52,3.28,64,1.2,123.383675,369543,8.7,7.6
61.7,215,8,0.01,64,322,26.8,63,3.79,64,1.2,146.83851,356288,8.9,7.1
61.4,217,8,0.02,74,4,26.1,73,3.23,74,1.3,1167.535689,347541,9.2,7.2
61.2,219,8,0.02,74,11,25.5,75,3.54,75,1.3,113.3128,3312665,9.4,7.4
69,221,8,0.01,68,22,24.8,68,3.21,68,1.3,944.134851,322653,9.6,7.2
66,223,8,0.01,42,127,24.2,71,4.21,71,1.3,697.7451989,31372,9.8,7.2
74.2,148,0,0.01,97,0,32.8,98,4.81,97,0.1,1153.93822,126934,7,14.7
74.1,147,0,0.01,98,0,32.3,98,4.82,98,0.1,9637.265,1258653,7,14.7
73.9,154,0,0.01,98,0,31.8,98,4.76,98,0.1,9291.227619,1255882,7.1,14.3
73.6,158,0,3.03,98,2,31.3,98,5.2,98,0.1,9197.26972,125244,7.1,14.1
73.3,163,0,2.95,99,12,3.7,99,5.29,99,0.2,8.376432,1254,7.2,14
72.8,166,0,2.83,99,15,3.2,99,4.97,99,0.1,7318.12641,1247429,7.3,13.8
72.7,166,0,2.49,99,12,29.7,99,4.6,99,0.1,83.635,1244121,7.4,13.6
72.9,161,0,3.24,97,13,29.1,96,4.24,97,0.1,6574.654338,123963,7.5,13.5
71.8,165,0,3.73,97,3,28.6,98,4.38,97,0.1,5695.969327,1233996,7.6,13.4
72.1,168,0,3.94,97,7,28,97,4.47,97,0.1,5116.45424,1228254,7.7,13
71.9,168,0,4.16,98,28,27.5,98,4.29,98,0.1,5229.876738,12213,7.8,12.8
71.5,174,0,4.08,97,777,26.9,99,4.15,99,0.1,4623.347642,121337,7.9,12.6
71.5,179,0,4.14,88,0,26.4,88,4.24,88,0.1,3957.51296,124621,7.9,12.5
71.5,177,0,4.38,92,0,25.8,93,3.87,92,0.1,3792.182152,1196287,8,12.2
71,177,0,4.6,88,0,25.3,88,3.78,88,0.1,3861.32414,1186873,8.1,12.1
76.6,122,31,5.26,84,3,62.8,87,6.3,87,0.1,1452.27766,1242216,1.6,13.1
76.6,12,32,5.23,82,0,62.1,83,6.3,83,0.1,1298.86766,122535969,1.6,12.9
76.3,123,33,5.29,99,0,61.5,99,6.21,99,0.1,982.532572,1282837,1.6,12.7
76.1,124,34,5.3,98,3,6.8,97,6.4,97,0.1,9834.472689,119917,1.6,12.6
75.6,127,35,5.21,93,0,6.1,95,6.39,95,0.1,8959.581416,117318941,1.6,12.5
75.7,13,36,5.27,95,0,59.4,95,6.6,95,0.1,7748.12331,11555228,1.7,12.5
75.6,127,37,5.36,97,0,58.7,96,6.6,96,0.1,9689.52887,11366189,1.7,12.3
76,123,38,5.35,98,0,57.9,98,5.92,98,0.1,933.341687,111836346,1.7,12.3
75.8,125,40,5.11,98,23,57.2,98,5.83,98,0.1,8767.92258,1192378,1.8,12.2
75.3,126,42,4.93,98,6,56.4,98,6.4,98,0.1,7986.798439,18472228,1.8,12.2
75.4,124,44,4.9,98,64,55.7,98,6.11,98,0.1,7199.59665,16995583,1.8,12.1
75,127,46,4.88,98,44,54.9,98,6.2,98,0.1,6751.998987,1564453,1.9,11.9
75,127,49,4.77,97,0,54.1,98,5.52,97,0.1,716.8219,1435568,1.9,11.6
75,126,52,4.86,97,3,53.2,97,5.35,97,0.1,731.378864,136768,1.9,11.6
74.8,129,55,4.99,97,30,52.4,97,4.98,97,0.1,672.92113,11719673,2,11.4
68.4,225,1,0.01,99,0,51.5,99,4.73,99,0.1,4181.583321,2923896,2.2,14.8
68.1,227,1,0.01,98,0,5.4,98,4.21,98,0.1,4385.379355,286917,2.2,14.7
67.8,231,1,0.01,99,0,49.2,99,4.22,99,0.1,4368.82248,2814226,2.2,14.7
67.3,235,1,0.01,99,0,48,99,4.45,99,0.1,3769.595255,2761516,2.2,14.6
66.3,25,1,5.8,96,7,46.9,96,4.7,96,0.1,265.353659,271265,2.2,14.3
66.9,235,1,4.61,97,8,45.9,96,5.29,95,0.1,1717.898761,2668289,2.2,13.8
67.4,225,2,4.26,96,31,44.9,95,5.58,96,0.1,2139.625631,2628131,2.2,13.4
65.9,26,2,3.79,98,12,43.9,99,5.6,95,0.1,1634.81431,259167,2.2,13
65,271,2,2.91,98,26,43,98,4.68,99,0.1,1334.651896,255812,2.2,12.7
64.5,274,2,2.75,98,0,42.1,99,5.9,99,0.1,998.8226671,2526446,2.3,11.8
64,284,2,1.75,98,0,41.3,99,5.99,99,0.1,797.8377432,2496832,2.3,11.2
64,271,2,1.31,98,18,4.5,98,6.18,98,0.1,646.561295,2469286,2.4,10.5
63.8,263,2,2.43,98,1205,39.8,98,5.81,98,0.1,571.51883,2443659,2.4,10.1
63.2,266,2,2.87,95,10677,39.1,95,5.45,95,0.1,524.145924,2419776,2.5,9.4
62.8,274,2,2.79,93,925,38.5,94,4.92,94,0.1,474.2133361,2397436,2.6,8.9
75.9,17,0,0.01,87,0,61.3,91,6.42,91,0.1,7378.345289,62181,1.8,15.1
75.8,19,0,0.01,9,0,6.7,94,6.43,94,0.1,7186.429787,62127,1.8,15.1
75.6,11,0,0.01,9,0,6.2,94,7.25,94,0.1,6586.71929,6261,1.9,15.1
75.4,113,0,6.56,91,5,59.7,95,6.92,95,0.1,7318.742449,6279,1.9,15.1
75.3,115,0,6.56,9,5,59.1,93,6.9,94,0.1,6682.281158,619428,2,15
75,117,0,6.45,87,0,58.5,91,6.7,92,0.1,6698.79439,618294,2,14.6
74.6,121,0,6.17,93,0,57.8,95,6.13,95,0.1,7325.73474,616969,2.1,14.2
74.2,125,0,4.98,9,0,57.2,92,6.74,92,0.1,5957.145693,615875,2.1,13.6
73.8,13,0,5.38,9,0,56.5,9,8.1,9,0.1,4383.59597,61525,2.2,13.2
74.1,96,18,0.43,99,10,57.5,99,5.91,99,0.1,3154.513484,3431882,6.4,12.1
73.9,97,18,0.45,99,92,56.5,99,5.94,99,0.1,3111.762887,33824769,6.4,12.1
73.6,99,19,0.55,99,668,55.5,99,6.15,99,0.1,294.746728,33333789,6.3,11.6
73.3,14,19,0.54,98,982,54.6,98,5.99,99,0.1,339.91616,32858823,6.3,11.2
72.8,11,20,0.56,98,633,53.6,99,5.86,99,0.1,2834.2472,3249639,6.3,10.7
